"id","first_name","middle_name","lastname","coinvestigator_lastnames","topics","cities","countries","orcid"
528,"s","n","morin","[]","[""Fractures, Bone"",""Femoral Fractures"",""Osteoporosis"",""Cardiovascular Diseases"",""Vitamins"",""Calcium, Dietary"",""Citric Acid"",""Vitamin D""]","[{""identifier"":5508030,""name"":""McGill""},{""identifier"":5746545,""name"":""Portland""},{""identifier"":6183235,""name"":""Winnipeg""},{""identifier"":5946768,""name"":""Edmonton""},{""identifier"":6077243,""name"":""Montréal""},{""identifier"":6167865,""name"":""Toronto""},{""identifier"":2643743,""name"":""London""},{""identifier"":3573197,""name"":""Hamilton""},{""identifier"":4880889,""name"":""Waterloo""},{""identifier"":6141256,""name"":""Saskatoon""},{""identifier"":6325494,""name"":""Québec""}]","[{""identifier"":6252001,""name"":""United States""},{""identifier"":6251999,""name"":""Canada""},{""identifier"":2635167,""name"":""United Kingdom""},{""identifier"":3573345,""name"":""Bermuda""}]",NA
529,"donald",NA,"morrish","[]","[""Alendronate"",""Osteoporosis"",""Risedronate Sodium"",""Hip Fractures""]","[{""identifier"":5946768,""name"":""Edmonton""}]","[{""identifier"":6251999,""name"":""Canada""}]",192055
530,"l","r","lu","[""vamc"",""lazzari""]","[""Osteoporosis"",""Diphosphonates"",""Simvastatin"",""Spinal Cord Injuries""]","[{""identifier"":4930956,""name"":""Boston""},{""identifier"":4895282,""name"":""Harvard""}]","[{""identifier"":6252001,""name"":""United States""}]",277939
531,"leif",NA,"mosekilde","[]","[""Calcium, Dietary"",""Osteoporosis"",""Bone Diseases, Metabolic"",""Hormones""]","[{""identifier"":2624652,""name"":""Århus""}]","[{""identifier"":2623032,""name"":""Denmark""}]",NA
532,"f",NA,"moser","[]","[""Fractures, Compression"",""Spinal Fractures"",""Fractures, Bone"",""Osteoporotic Fractures"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
533,"f",NA,"li","[]","[""Diphosphonates"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
534,"steven",NA,"mumm","[]","[""Osteoporosis"",""Diphosphonates"",""Fractures, Bone"",""Femoral Fractures""]","[{""identifier"":4407066,""name"":""St. Louis""},{""identifier"":4826522,""name"":""Washington""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
535,"h",NA,"huang","[""pratt"",""karmanos"",""kimmel"",""lawton"",""st. louis cape girardeau""]","[""Cholecalciferol"",""Buserelin"",""Calcium Carbonate"",""Triptorelin Pamoate"",""Osteoporosis"",""Prostatic Neoplasms"",""Leuprolide"",""Calcium, Dietary"",""Goserelin""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
536,"c",NA,"muschitz","[]","[""Alendronate"",""Teriparatide"",""Raloxifene Hydrochloride"",""Osteoporosis"",""Humeral Fractures"",""Fractures, Bone""]","[{""identifier"":2761369,""name"":""Vienna""}]","[{""identifier"":2782113,""name"":""Austria""}]",NA
537,"eun","shim","nahm","[]","[""Osteoporosis""]","[{""identifier"":4347778,""name"":""Baltimore""}]","[{""identifier"":6252001,""name"":""United States""}]",146594
538,"yukio",NA,"nakamura","[]","[""Osteoporosis""]","[{""identifier"":1846052,""name"":""Chinju""}]","[{""identifier"":1835841,""name"":""South Korea""}]",NA
539,"yukio",NA,"chen","[]","[""Osteoporosis"",""Vitamin D"",""Diphosphonates""]","[{""identifier"":1846052,""name"":""Chinju""}]","[{""identifier"":1835841,""name"":""South Korea""}]",NA
540,"y",NA,"nakamura","[]","[""Osteoporosis"",""Vitamin D""]","[{""identifier"":1846052,""name"":""Chinju""}]","[{""identifier"":1835841,""name"":""South Korea""}]",NA
541,"yukio",NA,"nakamura","[]","[""Teriparatide"",""Osteoporosis"",""Denosumab""]","[{""identifier"":1846052,""name"":""Chinju""}]","[{""identifier"":1835841,""name"":""South Korea""}]",NA
542,"toshitaka",NA,"nakamura","[""region""]","[""Vitamins"",""Vitamin D"",""Cholecalciferol"",""Diphosphonates"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
543,"r",NA,"neer","[]","[""Teriparatide"",""Hormones"",""Alendronate"",""Osteoporosis"",""Osteoporosis, Postmenopausal""]","[{""identifier"":4930956,""name"":""Boston""}]","[{""identifier"":6252001,""name"":""United States""}]",69587
544,"eugenia",NA,"wang","[]","[""HIV Infections"",""Diphosphonates"",""Osteoporosis""]","[{""identifier"":3128760,""name"":""Barcelona""},{""identifier"":3117735,""name"":""Madrid""},{""identifier"":3129028,""name"":""Badalona""},{""identifier"":4049979,""name"":""Birmingham""}]","[{""identifier"":2510769,""name"":""Spain""},{""identifier"":6252001,""name"":""United States""}]",210272
545,"kathryn","rebecca","newton","[""kingman"",""hines"",""healthcare"",""duluth"",""dorado"",""chanute"",""wichita"",""salina"",""ochsner"",""parsons"",""pratt"",""winfield""]","[""Calcium Carbonate"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Calcium, Dietary"",""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":2641673,""name"":""Newcastle upon Tyne""},{""identifier"":2657815,""name"":""Abergavenny""},{""identifier"":4431410,""name"":""Jackson""},{""identifier"":4930956,""name"":""Boston""},{""identifier"":5368361,""name"":""Los Angeles""},{""identifier"":4140963,""name"":""Washington, D.C.""},{""identifier"":2673730,""name"":""Stockholm""},{""identifier"":4930505,""name"":""Beverly""},{""identifier"":5809844,""name"":""Seattle""}]","[{""identifier"":2635167,""name"":""United Kingdom""},{""identifier"":6252001,""name"":""United States""},{""identifier"":2661886,""name"":""Sweden""}]",944336
546,"a",NA,"nhs","[""abel""]","[""Estradiol"",""Goserelin"",""Osteoporosis"",""Estrogens"",""Hot Flashes"",""Prostatic Neoplasms"",""Adenocarcinoma""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
547,"bruno",NA,"niederle","[""niederle"",""riss""]","[""Osteoporosis"",""Hyperparathyroidism, Primary"",""Bone Diseases, Metabolic"",""Hyperparathyroidism"",""Ergocalciferols"",""Vitamin D"",""Vitamins"",""Calcium, Dietary""]","[{""identifier"":null,""name"":null}]","[{""identifier"":3017382,""name"":""France""}]",NA
548,"m",NA,"wu","[""niederle""]","[""Osteoporosis"",""Hyperparathyroidism, Primary"",""Bone Diseases, Metabolic"",""Hyperparathyroidism"",""Ergocalciferols"",""Vitamin D"",""Vitamins""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
549,"r",NA,"ofotokun","[""kono""]","[""Teriparatide"",""Selective Estrogen Receptor Modulators"",""Denosumab"",""Osteoporosis"",""Alendronate"",""Diphosphonates"",""Raloxifene Hydrochloride""]","[{""identifier"":1849796,""name"":""Tsu""},{""identifier"":1848373,""name"":""Yokkaichi""}]","[{""identifier"":1861060,""name"":""Japan""}]",225265
550,"lars",NA,"nordsletten","[]","[""Femoral Neck Fractures"",""Fractures, Bone""]","[{""identifier"":3143244,""name"":""Oslo""}]","[{""identifier"":3144096,""name"":""Norway""}]",30747
551,"jeffry",NA,"nyman","[]","[""Fractures, Bone"",""Osteoporosis""]","[{""identifier"":4726206,""name"":""San Antonio""},{""identifier"":4644585,""name"":""Nashville""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
552,"william",NA,"liu","[""freeman"",""vamc"",""steiner"",""glazier""]","[""Citric Acid"",""Androgens"",""Toremifene"",""Prostatic Neoplasms"",""Osteoporosis"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
553,"ccop",NA,"huang","[""kingman"",""hines"",""healthcare"",""duluth"",""dorado"",""chanute"",""wichita"",""salina"",""parsons"",""newton"",""pratt"",""winfield""]","[""Calcium Carbonate"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Calcium, Dietary"",""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
554,"i",NA,"ofotokun","[""ofotokun""]","[""Infection"",""HIV Infections"",""Communicable Diseases"",""Osteoporosis"",""Bone Diseases, Metabolic"",""Acquired Immunodeficiency Syndrome"",""Diphosphonates""]","[{""identifier"":4180439,""name"":""Atlanta""},{""identifier"":4689236,""name"":""Emory""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
555,"i",NA,"ofotokun","[""ofotokun""]","[""Diphosphonates"",""HIV Infections"",""Osteoporosis"",""Bone Diseases, Metabolic""]","[{""identifier"":4689236,""name"":""Emory""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
556,"s",NA,"oksuz","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
557,"m",NA,"ollikainen","[""tuppurainen""]","[""Clodronic Acid"",""Osteoporosis"",""Estradiol""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
558,"torbjorn",NA,"omland","[""hf"",""bartels""]","[""Femoral Neck Fractures"",""Fractures, Bone"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
559,"j",NA,"oyen","[]","[""Cholecalciferol"",""Calcium, Dietary"",""Vitamins"",""Vitamin D"",""Ergocalciferols"",""Osteoporosis""]","[{""identifier"":3161732,""name"":""Bergen""}]","[{""identifier"":3144096,""name"":""Norway""}]",NA
560,"f",NA,"wang","[""sakallioglu""]","[""Osteoporosis, Postmenopausal"",""Periodontitis"",""Chronic Periodontitis"",""Diphosphonates"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
561,"olivia",NA,"pagani","[""baker""]","[""Breast Neoplasms"",""Osteoporosis"",""Triptorelin Pamoate"",""Tamoxifen""]","[{""identifier"":2661567,""name"":""Bellinzona""},{""identifier"":2659836,""name"":""Lugano""}]","[{""identifier"":2658434,""name"":""Switzerland""}]",653518
562,"cristina",NA,"harris","[]","[""Osteoporosis"",""Calcium, Dietary"",""Calcium Carbonate""]","[{""identifier"":4568127,""name"":""San Juan""}]","[{""identifier"":4566966,""name"":""Puerto Rico""}]",NA
563,"f","r","paolillo","[""bagnato""]","[]","[{""identifier"":3448439,""name"":""São Paulo""}]","[{""identifier"":3469034,""name"":""Brazil""}]",NA
564,"alexandra",NA,"jiang","[]","[""Alendronate"",""Metabolic Diseases"",""Fibrosis"",""Bone Diseases"",""Bone Diseases, Metabolic"",""Cystic Fibrosis"",""Osteoporosis"",""Ergocalciferols"",""Vitamin D"",""Vitamins""]","[{""identifier"":5969782,""name"":""Hamilton""},{""identifier"":3573197,""name"":""Hamilton""},{""identifier"":6077243,""name"":""Montréal""},{""identifier"":6167865,""name"":""Toronto""},{""identifier"":6141256,""name"":""Saskatoon""},{""identifier"":4880889,""name"":""Waterloo""},{""identifier"":2643743,""name"":""London""},{""identifier"":5508030,""name"":""McGill""}]","[{""identifier"":6251999,""name"":""Canada""},{""identifier"":3573345,""name"":""Bermuda""},{""identifier"":6252001,""name"":""United States""},{""identifier"":2635167,""name"":""United Kingdom""}]",NA
565,"marco",NA,"pappagallo","[]","[""Analgesics, Opioid"",""Oxymorphone""]","[{""identifier"":5128581,""name"":""New York City""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
566,"jenni",NA,"smith","[]","[""Osteoporosis"",""Estrogens"",""Hormones"",""Progesterone"",""Estrogens, Conjugated (USP)"",""Hot Flashes"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":2635167,""name"":""United Kingdom""}]",NA
567,"nigel",NA,"zhou","[]","[""Prostatic Neoplasms"",""Osteoporosis"",""Androgens"",""Diphosphonates"",""Vitamin D"",""Ergocalciferols"",""Prolactin Release-Inhibiting Factors"",""Calcium, Dietary"",""Vitamins"",""Goserelin""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
568,"n",NA,"parsons","[""kingman"",""hines"",""healthcare"",""duluth"",""dorado"",""chanute"",""wichita"",""salina"",""ochsner"",""newton"",""pratt"",""winfield"",""loprinzi""]","[""Calcium Carbonate"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Calcium, Dietary"",""Breast Neoplasms"",""Osteoporosis"",""Estrogen Antagonists"",""Prostatic Neoplasms"",""Estrogens"",""Cholecalciferol""]","[{""identifier"":2641170,""name"":""Nottingham""},{""identifier"":4535740,""name"":""Edmond""},{""identifier"":5391811,""name"":""San Diego""},{""identifier"":2155472,""name"":""Newcastle""},{""identifier"":2654675,""name"":""Bristol""},{""identifier"":4930956,""name"":""Boston""},{""identifier"":2640729,""name"":""Oxford""},{""identifier"":4301307,""name"":""Morehead""},{""identifier"":2652221,""name"":""Coventry""},{""identifier"":5128581,""name"":""New York City""},{""identifier"":4644312,""name"":""Murfreesboro""}]","[{""identifier"":2635167,""name"":""United Kingdom""},{""identifier"":6252001,""name"":""United States""},{""identifier"":2077456,""name"":""Australia""}]",1034121
569,"l",NA,"patrizzi","[""rodrigues""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
570,"harkness",NA,"pavilion","[""stein""]","[""Budesonide"",""Glucocorticoids"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
571,"k",NA,"cheung","[]","[""Osteoporosis"",""Fractures, Bone"",""Colles' Fracture""]","[{""identifier"":null,""name"":null}]","[{""identifier"":2623032,""name"":""Denmark""}]",NA
572,"l","j","peppone","[]","[""Cholecalciferol"",""Vitamin D"",""Ergocalciferols"",""Osteoporosis"",""Vitamins"",""Prostatic Neoplasms""]","[{""identifier"":5134086,""name"":""Rochester""}]","[{""identifier"":6252001,""name"":""United States""}]",496011
573,"r",NA,"pereira","[""gualano""]","[""Bone Diseases, Metabolic"",""Osteoporosis""]","[{""identifier"":3448439,""name"":""São Paulo""}]","[{""identifier"":3469034,""name"":""Brazil""}]",NA
574,"maarten",NA,"persenaire","[]","[""Osteoporosis"",""Fractures, Compression"",""Spinal Fractures"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
575,"b","s","peters","[]","[""Infection"",""Acquired Immunodeficiency Syndrome"",""HIV Infections"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
576,"johannes",NA,"pfeilschifter","[]","[""Alendronate"",""Osteoporosis"",""Diphosphonates""]","[{""identifier"":2947416,""name"":""Bochum""},{""identifier"":2928810,""name"":""Essen""}]","[{""identifier"":2921044,""name"":""Germany""}]",NA
577,"frank","m","phillips","[]","[""Osteoporosis"",""Fractures, Bone"",""Fractures, Spontaneous""]","[{""identifier"":4887398,""name"":""Chicago""}]","[{""identifier"":6252001,""name"":""United States""}]",119136
578,"kanakadurga",NA,"poduri","[""poduri""]","[""Wounds and Injuries"",""Spinal Cord Injuries"",""Osteoporosis"",""Alendronate""]","[{""identifier"":5134086,""name"":""Rochester""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
579,"k",NA,"li","[""poduri""]","[""Wounds and Injuries"",""Spinal Cord Injuries"",""Osteoporosis"",""Alendronate""]","[{""identifier"":5134086,""name"":""Rochester""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
580,"didier",NA,"poivret","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
581,"norman","k","pollock","[]","[""Osteoporosis"",""Cardiovascular Diseases""]","[{""identifier"":2643743,""name"":""London""},{""identifier"":4180531,""name"":""Augusta""}]","[{""identifier"":2635167,""name"":""United Kingdom""},{""identifier"":6252001,""name"":""United States""},{""identifier"":614540,""name"":""Georgia""}]",353299
582,"stergios","a","polyzos","[]","[""Diphosphonates"",""Osteoporosis, Postmenopausal"",""Denosumab"",""Osteoporosis""]","[{""identifier"":734077,""name"":""Thessaloníki""},{""identifier"":4930956,""name"":""Boston""}]","[{""identifier"":390903,""name"":""Greece""},{""identifier"":6252001,""name"":""United States""}]",NA
583,"j",NA,"popovic","[]","[""Leukemia"",""Osteoporosis"",""Precursor Cell Lymphoblastic Leukemia-Lymphoma"",""Leukemia, Lymphoid""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
584,"mads","hvid","harris","[]","[""Androgens"",""Osteoporosis"",""Prostatic Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":2623032,""name"":""Denmark""}]",664174
585,"nathan",NA,"xu","[""murphy"",""karmanos"",""kimmel"",""lawton"",""st. louis cape girardeau"",""kingman"",""hines"",""healthcare"",""duluth"",""dorado"",""chanute"",""wichita"",""salina"",""ochsner"",""parsons"",""newton"",""winfield""]","[""Cholecalciferol"",""Buserelin"",""Calcium Carbonate"",""Triptorelin Pamoate"",""Osteoporosis"",""Prostatic Neoplasms"",""Leuprolide"",""Calcium, Dietary"",""Goserelin"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Breast Neoplasms""]","[{""identifier"":2641267,""name"":""North Shields""},{""identifier"":2656192,""name"":""Basingstoke""},{""identifier"":2078025,""name"":""Adelaide""},{""identifier"":5458548,""name"":""Bosque Farms""},{""identifier"":2650225,""name"":""Edinburgh""}]","[{""identifier"":2635167,""name"":""United Kingdom""},{""identifier"":2077456,""name"":""Australia""},{""identifier"":6252001,""name"":""United States""}]",NA
586,"david","c","pratt","[""alberts"",""st. louis cape girardeau"",""disaia"",""campus""]","[""Ovarian Neoplasms"",""Osteoporosis"",""Diphosphonates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
587,"ross","l","liu","[]","[""Hormones"",""Estrogens"",""Progestins"",""Vitamin D"",""Ischemia"",""Osteoporosis"",""Coronary Disease"",""Cardiovascular Diseases"",""Bone Diseases"",""Coronary Artery Disease"",""Myocardial Ischemia"",""Colonic Neoplasms"",""Breast Neoplasms"",""Neoplasms"",""Heart Diseases""]","[{""identifier"":5809844,""name"":""Seattle""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
588,"karen","m","harris","[]","[""Fractures, Bone"",""Osteoporosis""]","[{""identifier"":5774662,""name"":""Farmington""},{""identifier"":4834272,""name"":""Farmington""}]","[{""identifier"":6252001,""name"":""United States""}]",45207
589,"mutualiste","neurologique","wang","[""cerbere"",""herbiers"",""l'arche""]","[""Diphosphonates"",""Spinal Cord Injuries"",""Osteoporosis"",""Wounds and Injuries"",""Bone Demineralization, Pathologic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
590,"eugenia","negredo","puigmal","[]","[""Osteoporosis"",""HIV Infections"",""Diphosphonates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
